Unnamed: 0,Veh. Reg,Date,Del. No,Specifications,Tonagge,Unnamed: 6
42.0,KDB 293W,9/17/2021,27273.0,3-10,21.36,
43.0,KCY 318N,9/17/2021,27281.0,3-10,18.42,
44.0,KAT 901C,9/17/2021,27206.0,0-3,21.42,
45.0,KDD 098W,9/17/2021,27147.0,10-14,18.24,
46.0,KDD 098W,9/17/2021,27184.0,0-3,18.76,
47.0,KCC 307C,9/16/2021,28903.0,0-40,22.24,
48.0,KCC 307C,9/17/2021,27160.0,10-14,18.72,
49.0,KCC 307C,9/17/2021,27118.0,10-14,19.32,
50.0,KCC 307C,9/17/2021,27201.0,0-3,22.56,
51.0,KCY 318N,9/17/2021,27171.0,10-14,18.18,
52.0,KCY 318N,9/17/2021,27116.0,10-14,18.42,
53.0,KCY 318N,9/17/2021,27203.0,0-3,22.02,
54.0,KDB 293W,9/17/2021,27205.0,0-3,24.4,
55.0,KDB 293W,9/17/2021,27172.0,10-14,21.12,
56.0,KCJ 351X,9/17/2021,27174.0,10-14,18.44,
57.0,KCJ 351X,9/17/2021,27119.0,10-14,17.62,
58.0,KDD 103R,9/17/2021,27179.0,0-3,17.62,
59.0,KDD 103R,9/17/2021,27143.0,10-14,18.08,
60.0,KDD 103R,9/17/2021,27112.0,10-14,19.66,
61.0,KBR 280S,9/17/2021,27166.0,10-14,18.36,
62.0,KBR 280S,9/17/2021,27195.0,0-3,21.88,
63.0,KBR 280S,9/17/2021,27128.0,10-14,17.66,
64.0,KDB 204L,9/17/2021,27099.0,10-14,21.46,
65.0,KDB 204L,9/17/2021,27131.0,10-14,23.56,
66.0,KDB 204L,9/17/2021,27162.0,10-14,24.18,
67.0,KDB 204L,9/17/2021,27197.0,0-3,27.0,
1.0,KAT 901C,8/17/2021,18932.0,0-40,20.76,
2.0,KAT 901C,8/17/2021,18966.0,0-40,20.14,
3.0,KAT 901C,8/17/2021,18963.0,0-40,20.24,
4.0,KAT 901C,8/17/2021,18910.0,0-3,21.78,
5.0,KCE 250G,8/18/2021,19196.0,0-40,26.16,
6.0,KAT 901C,8/17/2021,19010.0,0-40,19.66,
7.0,KDB 468P,8/17/2002,18969.0,0-40,18.68,
8.0,KDB 072T,8/18/2021,19143.0,5-10,20.66,
9.0,KDB 072T,8/18/2021,19168.0,0-3,22.32,
10.0,KDB 072T,8/18/2021,19085.0,0-3,23.32,
11.0,KAT 901C,8/18/2021,19161.0,0-3,18.92,
12.0,KAT 901C,8/18/2021,19185.0,0-40,19.8,
13.0,KDB 072T,8/19/2021,19262.0,14-20,21.58,
14.0,KDB 072T,8/19/2021,19242.0,3-10,20.36,
15.0,KDB 072T,8/18/2021,19206.0,14-20,20.86,
16.0,KDB 072T,8/19/2021,19250.0,3-10,17.48,
17.0,KDB 072T,8/18/2021,19223.0,14-20,22.84,
1.0,KDB 224N,9/14/2021,26172.0,0-6,23.06,
2.0,KDB 224N,9/20/2021,27665.0,0-40,22.04,
3.0,KDB 224N,9/19/2021,27636.0,3-10,22.1,
4.0,KDB 224N,9/19/2021,27601.0,3-10,19.9,
5.0,KDB 224N,9/19/2021,27617.0,0-3,23.02,
6.0,KDB 224N,9/19/2021,27524.0,20-31.5,18.32,
7.0,KDB 224N,9/19/2021,27571.0,3-10,18.96,
8.0,KDB 224N,9/18/2021,27448.0,10-14,19.82,
9.0,KDB 224N,9/17/2021,27204.0,0-3,19.4,
10.0,KDB 224N,9/19/2021,27494.0,3-10,19.64,
11.0,KDB 224N,9/18/2021,27426.0,10-14,20.84,
12.0,KDB 224N,9/17/2021,27252.0,3-10,20.54,
13.0,KDB 224N,9/18/2021,27265.0,3-10,19.6,
14.0,KDD 103R,9/19/2021,27484.0,3-10,17.9,
15.0,KDD 106X,9/19/2021,27481.0,3-10,19.74,
16.0,KDD 244Z,9/14/2021,26103.0,0-40,28.54,
17.0,KDD 244Z,9/14/2021,26135.0,0-40,29.5,
18.0,KBR 280S,9/20/2021,27696.0,0-40,20.4,
19.0,KDC 388X,9/19/2021,27606.0,0-3,23.08,
20.0,KDC 388X,9/19/2021,27495.0,3-10,19.6,
21.0,KDC 388X,9/19/2021,27529.0,20-31.5,19.2,
22.0,KDC 388X,9/18/2021,27447.0,10-14,21.66,
23.0,KDC 388X,9/18/2021,27354.0,20-31.5,21.68,
24.0,KDC 388X,9/18/2021,27389.0,10-14,20.44,
25.0,KDC 388X,9/18/2021,27372.0,20-31.5,19.52,
26.0,KDC 388X,9/18/2021,27418.0,10-14,21.04,
27.0,KDC 388X,9/19/2021,27591.0,3-10,20.86,
28.0,KBR 280S,9/20/2021,27698.0,3-10,20.46,
29.0,KDD 098W,9/19/2021,27587.0,20-31.5,18.26,
30.0,KDD 098W,9/19/2021,27474.0,3-10,17.04,
31.0,KDD 098W,9/19/2021,27534.0,20-31.5,18.24,
32.0,KDD 098W,9/19/2021,27589.0,3-10,18.02,
33.0,KDD 098W,9/19/2021,27506.0,3-10,17.66,
1.0,KBL 548A,8/20/2021,19736.0,5-10,22.36,
2.0,KBL 548A,8/21/2021,19786.0,0-40,25.08,
3.0,KBL 548A,8/21/2021,19767.0,0-40,24.94,
4.0,KAT 901C,8/20/2021,19636.0,14-20,20.08,
5.0,KDB 293W,8/19/2021,19485.0,14-20,21.74,
6.0,KBL 548A,8/19/2021,19459.0,14-20,21.66,
7.0,KDB 072T,8/20/2021,19724.0,5-10,20.64,
8.0,KDB 204L,8/20/2021,19719.0,5-10,24.76,
9.0,KDB 293W,8/20/2021,19567.0,0-3,22.46,
10.0,KAT 901C,8/20/2021,19685.0,0-40,20.0,
11.0,KAT 901C,8/20/2021,19653.0,0-40,20.06,
12.0,KDB 293W,8/20/2021,19519.0,0-40,23.0,
13.0,KDB 293W,8/20/2021,19493.0,0-40,22.84,
14.0,KCX 069Q,8/20/2021,19670.0,0-40,24.56,
15.0,KCX 069Q,8/20/2021,19640.0,0-40,22.98,
16.0,KDB 072T,8/20/2021,19812.0,0-40,24.08,
17.0,KDB 072T,8/20/2021,19749.0,0-40,24.36,
18.0,KDB 072T,8/21/2021,19769.0,0-40,21.1,
19.0,KDB 204L,8/21/2021,19607.0,0-40,22.5,
20.0,KDB 204L,8/21/2021,19766.0,0-40,24.22,
21.0,KDB 204L,8/20/2021,19762.0,0-40,24.48,
22.0,KBL 548A,8/20/2021,19524.0,0-40,24.0,
23.0,KBL 548A,8/20/2021,19469.0,0-40,24.2,
24.0,KDB 235Q,8/20/2021,19703.0,0-40,19.98,
25.0,KDB 235Q,8/20/2021,19735.0,5-10,19.72,
26.0,KDB 235Q,8/20/2021,19617.0,14-20,17.52,
27.0,KDB 226Q,8/20/2021,19707.0,0-40,19.76,
28.0,KDB 226Q,8/20/2021,19816.0,14-20,17.36,
29.0,KDB 226Q,8/20/2021,19746.0,5-10,17.98,
30.0,KDB 235Q,8/20/2021,19664.0,0-40,19.88,
1.0,KAT 901C,8/20/2021,19716.0,5-10,18.5,
2.0,KAT 901C,8/21/2021,19908.0,0-40,17.32,
3.0,KAT 901C,8/21/2021,19887.0,0-40,18.66,
4.0,KAT 901C,8/21/2021,19923.0,0-40,19.06,
5.0,KDB 204L,8/21/2021,19963.0,0-5,24.38,
6.0,KDB 072T,8/21/2021,19863.0,0-5,21.84,
,,,,,,
1.0,KCP 062Z,8/17/2021,18884.0,10-14,18.36,
2.0,KCP 062Z,8/18/2021,19079.0,20-31.5,17.58,
3.0,KCP 062Z,8/19/2021,19409.0,0-5,16.1,
4.0,KCP 062Z,8/22/2021,20097.0,0-5,17.62,
5.0,KCP 062Z,8/19/2021,19380.0,0-5,14.06,
6.0,KCP 062Z,8/17/2021,18957.0,0-40,19.28,
7.0,KCP 062Z,8/17/2021,18987.0,0-40,18.98,
8.0,KDC 006T,8/18/2021,19181.0,0-40,32.84,
9.0,KCH 432T,8/19/2021,19838.0,0-40,32.86,
10.0,KCW 976E,8/19/2021,19312.0,0-40,19.54,
11.0,KCW 976E,8/20/2021,19691.0,0-40,19.62,
12.0,KCW 976E,8/20/2021,19656.0,0-40,21.14,
13.0,KCP 062Z,8/20/2021,19549.0,0-40,17.18,
14.0,KCP 062Z,8/20/2021,19997.0,0-40,19.96,
15.0,KCP 062Z,8/21/2021,19942.0,0-40,17.74,
16.0,KCP 062Z,8/21/2021,19917.0,0-40,16.78,
17.0,KCW 976E,8/21/2021,19975.0,0-40,20.02,
18.0,KCP 062Z,8/21/2021,19829.0,0-40,19.62,
19.0,KCW 976E,8/22/2021,20070.0,0-40,20.2,
20.0,KCW 976E,8/22/2021,20010.0,0-40,19.46,
21.0,KCW 976E,8/22/2021,20052.0,0-40,20.58,
22.0,KCP 062Z,8/22/2021,20057.0,0-40,15.2,
23.0,KCP 062Z,8/22/2021,20029.0,0-40,16.54,
24.0,KCA 398J,8/17/2021,18988.0,0-40,27.84,
25.0,KDC 006T,8/18/2021,19146.0,5-10,27.44,
26.0,KCA 398J,8/21/2021,19976.0,5-10,40.46,
27.0,KDC 006T,8/21/2021,19818.0,5-10,28.28,
28.0,KCA 398J,8/22/2021,20016.0,5-10,30.5,
29.0,KCA 398J,8/22/2021,20048.0,5-10,31.58,
30.0,KCE 343Y,8/18/2021,19195.0,5-10,45.08,
31.0,KCE 343Y,8/14/2021,18498.0,14-20,48.48,
32.0,KCA 398J,8/19/2021,19412.0,14-20,36.72,
33.0,KCW 976E,8/20/2021,19595.0,14-20,18.28,
34.0,KCW 976E,8/20/2021,19631.0,14-20,17.98,
35.0,KCP 062Z,8/20/2021,19586.0,14-20,15.96,
36.0,KCP 062Z,8/20/2021,19832.0,14-20,17.7,
37.0,KDC 006T,8/20/2021,19845.0,14-20,29.08,
38.0,KCE 343Y,8/14/2021,18475.0,14-20,47.06,
39.0,KCP 062Z,8/22/2021,20138.0,3-10,16.36,
40.0,KCA 398J,8/22/2021,20251.0,3-10,28.54,
41.0,KCE 343Y,8/23/2021,20259.0,3-10,32.76,
42.0,KCW 976E,8/22/2021,20119.0,3-10,17.7,
43.0,KCE 343Y,8/14/2021,18416.0,0-3,50.28,
44.0,KCE 343Y,8/14/2021,18460.0,0-3,48.92,
45.0,KCP 062Z,8/18/2021,19107.0,0-3,18.94,
46.0,KCW 976E,8/18/2021,19177.0,0-3,19.56,
47.0,KCW 976E,8/19/2021,19285.0,0-3,19.24,
48.0,KCW 976E,8/20/2021,19562.0,0-3,20.22,
49.0,KCA 398J,8/21/2021,19947.0,0-3,31.76,
50.0,KCA 398J,8/22/2021,20092.0,0-3,32.88,
51.0,KCA 398J,8/22/2021,20160.0,0-3,29.64,
52.0,KDC 006T,8/22/2021,20198.0,0-3,31.24,
53.0,KDC 006T,8/22/2021,20114.0,0-3,25.76,
54.0,KDC 006T,8/22/2021,20155.0,0-3,25.04,
55.0,KCE 343Y,8/22/2021,20166.0,0-3,35.4,
56.0,KCH 432T,8/22/2021,20148.0,0-3,47.26,
57.0,KCH 432T,8/22/2021,20178.0,0-3,49.94,
58.0,KCE 343Y,8/14/2021,18436.0,0-3,48.34,
59.0,KCW 976E,8/22/2021,20103.0,0-5,18.1,
60.0,KDB 204L,8/22/2021,20086.0,0-40,26.42,
61.0,KDB 072T,8/22/2021,20064.0,0-40,20.38,
62.0,KDB 204L,8/21/2021,19986.0,0-40,27.14,
63.0,KDB 072T,8/22/2021,20039.0,0-40,21.04,
64.0,KDB 204L,8/22/2021,20041.0,0-40,20.58,
65.0,KDB 204L,8/22/2021,20015.0,0-40,25.14,
66.0,KAT 901C,8/22/2021,20187.0,0-3,17.7,
67.0,KAT 901C,8/22/2021,18620.0,0-3,18.46,
68.0,KAT 901C,8/22/2021,20117.0,0-3,18.46,
69.0,KDB 204L,8/22/2021,20179.0,0-3,21.02,
70.0,KDB 204L,8/22/2021,20157.0,0-3,21.56,
71.0,KDB 204L,8/22/2021,20131.0,0-3,22.76,
72.0,KDB 204L,8/22/2021,20108.0,0-5,21.54,
73.0,KDB 204L,8/22/2021,20078.0,0-5,23.08,
74.0,,,,,,
75.0,,,,,,
76.0,,,,,,
77.0,,,,,,
78.0,,,,,,
79.0,,,,,,
80.0,,,,,,
81.0,,,,,,
82.0,,,,,,
29.0,,,,,,
30.0,,,,,,
1.0,KCW 065A,8/23/2021,20442.0,0-40,20.44,
2.0,KCX 069Q,8/23/2021,20441.0,0-40,22.94,
3.0,KDB 204L,8/22/2021,20243.0,0-40,22.88,
4.0,KDB 204L,8/23/2021,20324.0,3-10,22.92,
5.0,KDB 204L,8/23/2021,20298.0,0-40,24.82,
6.0,KDB 204L,8/23/2021,20310.0,3-10,20.42,
7.0,KDB 072T,8/22/2021,20216.0,0-40,19.28,
8.0,KDB 072T,8/22/2021,20253.0,0-40,19.62,
9.0,KDB 072T,8/23/2021,20283.0,0-40,17.86,
10.0,KDB 072T,8/22/2021,20202.0,3-10,17.24,
11.0,KDB 072T,8/23/2021,20309.0,3-10,18.42,
12.0,KDB 204L,8/23/2021,20431.0,0-40,25.34,
13.0,KDB 204L,8/23/2021,20453.0,0-40,24.2,
14.0,KDB 072T,8/23/2021,20428.0,0-40,21.56,
15.0,KAT 901C,8/23/2021,20455.0,0-40,19.18,
16.0,KAT 901C,8/23/2021,20426.0,0-40,19.8,
17.0,KAT 901C,8/23/2021,20398.0,14-20,16.86,
18.0,KAT 901C,8/23/2021,20375.0,0-3,17.74,
19.0,KCE 250G,8/24/2021,20536.0,3-10,21.82,
20.0,KCE 250G,8/24/2021,20584.0,3-10,22.48,
21.0,KCE 250G,8/23/2021,20510.0,14-20,22.08,
22.0,KBL 548A,8/21/2021,19958.0,0-40,27.1,
23.0,KBL 548A,8/22/2021,20058.0,0-40,23.08,
24.0,KBL 548A,8/22/2021,20024.0,0-40,24.9,
1.0,KDB 204L,8/24/2021,20855.0,0-40,24.06,
2.0,KDB 204L,8/24/2021,20641.0,0-40,24.34,
3.0,KDB 072T,8/24/2021,20681.0,0-40,23.1,
4.0,KDB 072T,8/24/2021,20654.0,0-40,22.2,
5.0,KDB 072T,8/24/2021,20597.0,0-5,22.02,
6.0,KDB 072T,8/24/2021,20639.0,0-40,21.84,
7.0,KAT 901C,8/24/2021,20689.0,0-40,21.24,
8.0,KAT 901C,8/24/2021,20685.0,0-40,21.1,
9.0,KAT 901C,8/24/2021,20642.0,0-40,18.14,
10.0,KAT 901C,8/24/2021,20614.0,0-5,17.7,
11.0,KAT 901C,8/24/2021,20499.0,14-20,17.9,
12.0,KAT 901C,8/23/2021,20473.0,20-31.5,18.68,
13.0,KDB 072T,8/24/2021,20563.0,3-10,19.2,
14.0,KDB 072T,8/23/2021,20474.0,20-31.5,21.82,
15.0,KDB 204L,8/24/2021,20560.0,3-10,21.6,
16.0,KDB 204L,8/24/2021,20575.0,3-10,24.24,
17.0,KDB 204L,8/23/2021,20517.0,14-20,20.72,
18.0,KDB 204L,8/23/2021,20495.0,20-31.5,22.46,
19.0,KDB 204L,8/24/2021,20540.0,3-10,23.42,
20.0,KDB 072T,8/24/2021,20545.0,3-10,19.96,
21.0,KDB 072T,8/25/2021,20609.0,3-10,23.62,
22.0,KDB 204L,8/24/2021,20756.0,3-10,23.0,
23.0,KDB 204L,8/25/2021,20796.0,3-10,21.88,
24.0,KDB 204L,8/24/2021,20731.0,3-10,25.48,
25.0,KDB 204L,8/25/2021,20779.0,3-10,21.44,
26.0,KDB 072T,8/24/2021,20734.0,3-10,22.32,
27.0,KDB 072T,8/23/2021,20501.0,14-20,20.22,
28.0,KDB 072T,8/23/2021,,,19.9,
1.0,KDB 072T,8/26/2021,21048.0,3-10,19.12,
2.0,KAT 901C,8/25/2021,20931.0,0-40,18.72,
3.0,KAT 901C,8/25/2021,20949.0,14-20,18.08,
4.0,KAT 901C,8/25/2021,20914.0,0-40,19.72,
5.0,KAT 901C,8/25/2021,20896.0,3-10,18.28,
6.0,KCE 250G,8/25/2021,20743.0,3-10,22.72,
7.0,KCE 250G,8/25/2021,20775.0,3-10,22.42,
8.0,KCE 250G,8/25/2021,20685.0,3-10,20.02,
9.0,KCE 250G,8/25/2021,20800.0,3-10,21.66,
10.0,KDB 072T,8/25/2021,20981.0,14-20,19.78,
11.0,KDB 072T,8/25/2021,21003.0,14-20,20.02,
12.0,KDB 072T,8/25/2021,20982.0,14-20,20.76,
13.0,KDB 072T,8/26/2021,21021.0,3-10,19.82,
14.0,KBL 584A,8/23/2021,20479.0,20-31.5,22.72,
15.0,KBL 584A,8/24/2021,20531.0,3-10,22.94,
16.0,KBL 584A,8/24/2021,20558.0,3-10,22.0,
17.0,KBL 584A,8/23/2021,20508.0,14-20,20.1,
1.0,KDB 204L,8/26/2021,21025.0,3-10,22.38,
2.0,KDB 204L,8/26/2021,21033.0,3-10,25.6,
3.0,KDB 204L,8/26/2021,20961.0,14-20,21.84,
4.0,KDB 204L,8/26/2021,21007.0,3-10,23.14,
5.0,KDB 204L,8/26/2021,20985.0,14-20,22.9,
6.0,KDB 072T,8/26/2021,21136.0,0-40,21.94,
7.0,KDB 072T,8/26/2021,21118.0,0-40,21.2,
8.0,KDB 072T,8/26/2021,21097.0,0-5,20.88,
9.0,KDB 204L,8/26/2021,21158.0,0-40,23.6,
10.0,KDB 204L,8/25/2021,21138.0,0-40,24.54,
11.0,KDB 204L,8/26/2021,21119.0,0-40,24.06,
12.0,KDB 204L,8/26/2021,21101.0,0-5,24.16,
13.0,KDB 072T,8/26/2021,21165.0,0-40,22.42,
14.0,KDB 072T,8/26/2021,21222.0,0-40,21.52,
15.0,KDB 072T,8/27/2021,21239.0,0-40,19.54,
16.0,KDB 072T,8/26/2021,21203.0,0-40,20.4,
17.0,KCE 250G,8/27/2021,21236.0,0-40,24.86,
18.0,KCE 250G,8/26/2021,21194.0,0-40,24.92,
19.0,KCE 250G,8/27/2021,21254.0,0-40,23.02,
20.0,KCE 250G,8/27/2021,21219.0,0-40,23.82,
21.0,KDB 204L,8/27/2021,21228.0,0-40,24.9,
22.0,KDB 204L,8/27/2021,21243.0,14-20,23.52,
23.0,KDB 204L,8/27/2021,21258.0,0-40,23.8,
24.0,KDB 204L,8/26/2021,21199.0,0-40,24.22,
25.0,KDB 204L,8/27/2021,21213.0,0-40,24.02,
1.0,KDB 204L,8/27/2021,21395.0,14-20,20.26,
2.0,KDB 204L,8/28/2021,21423.0,3-10,21.86,
3.0,KDB 204L,7/28/2021,21463.0,14-20,21.82,
4.0,KDB 204L,8/28/2021,21445.0,3-10,22.72,
5.0,KDB 072T,8/29/2021,21450.0,3-10,18.24,
6.0,KDB 072T,8/28/2021,21467.0,14-20,21.06,
7.0,KDB 072T,8/28/2021,21432.0,3-10,19.46,
8.0,KDB 072T,8/27/2021,21381.0,14-20,18.12,
9.0,KBP 138Q,8/25/2021,20924.0,3-10,22.62,
10.0,KBP 138Q,8/25/2021,20762.0,3-10,24.26,
11.0,KDB 072T,8/27/2021,21347.0,0-40,23.78,
12.0,KDB 072T,8/27/2021,21317.0,0-40,23.08,
13.0,KDB 072T,8/27/2021,21302.0,0-5,24.48,
14.0,KDB 072T,8/27/2021,21263.0,0-5,22.32,
15.0,KDB 204L,8/27/2021,21269.0,0-5,24.86,
16.0,KDB 204L,8/27/2021,21286.0,0-5,24.78,
17.0,KDB 204L,8/27/2021,21307.0,0-5,25.5,
18.0,KDB 204L,8/27/2021,21320.0,0-40,25.14,
19.0,KDB 204L,8/27/2021,21346.0,0-40,24.88,
20.0,KAT 901C,8/25/2021,20972.0,14-20,20.42,
21.0,KAT 901C,8/27/2021,21335.0,0-40,20.3,
1.0,KCE 250G,8/28/2021,21430.0,3-10,20.14,
2.0,KCE 250G,8/28/2021,21452.0,3-10,21.08,
3.0,KCE 250G,8/28/2021,21602.0,3-10,24.62,
4.0,KDC 255G,8/27/2021,21316.0,0-40,22.46,
5.0,KDC 255G,8/27/2021,21406.0,20-31.5,23.68,
6.0,KDC 255G,8/27/2021,21366.0,0-40,21.46,
7.0,KDC 255G,8/27/2021,21387.0,14-20,22.7,
8.0,KDC 255G,8/27/2021,21340.0,0-40,21.26,
9.0,KDB 072T,8/28/2021,21572.0,0-6,24.1,
10.0,KDB 072T,8/28/2021,21520.0,0-6,23.6,
11.0,KDB 072T,8/28/2021,21490.0,0-6,21.98,
12.0,KDB 072T,8/28/2021,21543.0,0-6,23.8,
13.0,KDB 072T,8/28/2021,21472.0,0-6,23.12,
14.0,KDB 204L,8/28/2021,21493.0,0-6,27.42,
15.0,KDB 204L,8/28/2021,21517.0,0-6,26.5,
16.0,KDB 204L,8/28/2021,21545.0,0-6,25.58,
17.0,KDB 204L,8/28/2021,21573.0,0-6,27.6,
18.0,KDB 204L,8/28/2021,21469.0,0-6,26.72,
1.0,KDB 072T,8/29/2021,21854.0,10-14,18.16,
2.0,KDB 072T,8/29/2021,21878.0,14-20,21.6,
3.0,KDB 072T,8/30/2021,21921.0,3-10,21.24,
4.0,KDB 072T,8/30/2021,21899.0,3-10,21.36,
5.0,KDB 072T,8/30/2021,21942.0,3-10,18.38,
6.0,KCE 250G,8/29/2021,21823.0,0-6,21.5,
7.0,KCE 250G,8/30/2021,21980.0,0-6,23.6,
8.0,KCE 250G,8/30/2021,21681.0,14-20,23.82,
9.0,KCE 250G,8/29/2021,21844.0,10-14,20.52,
10.0,KDB 204T,8/29/2021,21717.0,0-6,24.9,
11.0,KDB 204T,8/29/2021,21734.0,0-6,25.66,
12.0,KDB 204T,8/29/2021,21758.0,0-6,26.54,
13.0,KDB 204T,9/29/2021,21763.0,0-6,29.04,
14.0,KDB 204T,8/30/2021,21934.0,3-10,21.44,
15.0,KBB 772L,8/28/2021,21420.0,20-31.5,24.62,
16.0,KBB 772L,8/28/2021,21449.0,3-10,23.6,
1.0,KDB 072T,8/30/2021,22066.0,3-10,20.92,
2.0,KDC 255G,8/30/2021,22036.0,0-6,21.76,
3.0,KDB 204L,8/30/2021,22110.0,3-10,21.16,
4.0,KDB 204L,8/31/2021,22169.0,3-10,21.5,
5.0,KDB 204L,8/31/2021,21149.0,3-10,21.8,
6.0,KDB 204L,8/30/2021,22088.0,3-10,22.82,
7.0,KDB 204L,8/31/2021,22129.0,3-10,21.46,
8.0,KDB 204L,8/30/2021,22046.0,0-6,25.52,
9.0,KDB 204L,8/30/2021,22030.0,0-6,25.3,
10.0,KDB 204L,8/30/2021,22007.0,0-6,25.62,
11.0,KDB 204L,8/30/2021,21985.0,0-6,26.9,
12.0,KDB 072T,8/30/2021,22043.0,0-6,24.2,
13.0,KDB 072T,8/30/2021,21955.0,0-6,25.8,
14.0,KDB 072T,8/30/2021,21996.0,0-6,23.1,
15.0,KDB 072T,8/30/2021,22017.0,0-6,23.6,
16.0,KDB 204L,8/30/2021,21913.0,3-10,22.5,
17.0,KDB 204L,8/30/2021,21895.0,3-10,24.66,
18.0,KDB 204L,8/29/2021,21870.0,14-10,21.96,
19.0,KDB 204L,8/29/2021,21846.0,10-14,21.52,
1.0,KCW 976E,8/22/2021,20209.0,0-40,19.84,
2.0,KCW 976E,8/22/2021,20246.0,0-40,19.4,
3.0,KCP 026Z,8/22/2021,20230.0,0-40,15.74,
4.0,KCW 976E,8/23/2021,20424.0,0-40,20.92,
5.0,KCW 976E,8/23/2021,20353.0,0-3,17.58,
6.0,KCW 976E,8/23/2021,20403.0,0-40,19.24,
7.0,KCW 976E,8/23/2021,20381.0,0-3,19.14,
8.0,KCP 026Z,8/25/2021,20812.0,3-10,16.96,
9.0,KCP 026Z,8/23/2021,20271.0,0-40,18.14,
10.0,KCP 026Z,8/23/2021,20362.0,0-3,16.84,
11.0,KCP 026Z,8/23/2021,20427.0,0-40,19.34,
12.0,KCP 026Z,8/23/2021,20402.0,0-40,16.12,
13.0,KCP 026Z,8/23/2021,20307.0,3-10,17.72,
14.0,KCP 026Z,8/23/2021,20352.0,0-3,14.02,
15.0,KCP 026Z,8/24/2021,20699.0,0-40,17.04,
16.0,KCW 976E,8/25/2021,20641.0,3-10,17.14,
17.0,KCW 976E,8/25/2021,20666.0,3-10,18.0,
18.0,KCW 976E,8/25/2021,20841.0,3-10,18.98,
19.0,KCP 026Z,8/25/2021,21085.0,0-5,18.16,
20.0,KCP 026Z,8/25/2021,21128.0,0-40,16.7,
21.0,KCP 026Z,8/26/2021,21109.0,0-5,17.2,
22.0,KCP 026Z,8/26/2021,21042.0,3-10,15.34,
23.0,KCW 976E,8/26/2021,21052.0,3-10,18.96,
24.0,KCW 976E,8/26/2021,21110.0,0-5,20.76,
25.0,KCW 976E,8/26/2021,21087.0,0-5,20.2,
26.0,KCW 976E,8/26/2021,21127.0,0-40,21.74,
27.0,KCW 976E,8/27/2021,21333.0,0-40,19.84,
28.0,KCW 976E,8/27/2021,21860.0,0-40,20.08,
29.0,KDC 005L,,21582.0,0-6,25.4,
30.0,KCP 026Z,8/28/2021,21561.0,0-6,18.86,
31.0,KCP 026Z,8/28/2021,21484.0,3-10,16.7,
32.0,KCA 398J,8/29/2021,21846.0,10-14,32.44,
33.0,KDC 005L,8/29/2021,21847.0,10-14,27.16,
34.0,KCP 026Z,8/29/2021,21872.0,14-20,17.12,
35.0,KCP 026Z,8/29/2021,21787.0,0-6,19.74,
36.0,KCP 026Z,8/29/2021,21771.0,0-6,18.5,
37.0,KCP 026Z,8/29/2021,21755.0,0-6,17.26,
38.0,KCP 026Z,8/29/2021,21721.0,0-5,17.12,
39.0,KCW 976E,8/29/2021,21655.0,10-14,20.02,
40.0,KCW 976E,8/30/2021,21680.0,14-20,21.26,
41.0,KCW 976E,8/30/2021,21943.0,3-10,20.68,
42.0,KCW 976E,8/30/2021,21926.0,3-10,18.04,
43.0,KCA 398J,8/30/2021,21902.0,14-20,35.64,
44.0,KCP 026Z,8/30/2021,21901.0,3-10,17.62,
45.0,KDC 005L,8/30/2021,21912.0,3-10,25.88,
46.0,KDC 005L,8/30/2021,21892.0,14-20,32.86,
47.0,KCW 976E,8/31/2021,22165.0,3-10,18.44,
48.0,KCW 976E,8/31/2021,22146.0,3-10,18.78,
49.0,KCW 976E,8/31/2021,22126.0,3-10,19.34,
50.0,KCW 976E,8/30/2021,22109.0,3-10,18.46,
51.0,KCW 976E,8/30/2021,22071.0,3-10,18.38,
52.0,KDC 005L,8/31/2021,22140.0,3-10,36.54,
53.0,KDC 005L,8/30/2021,22114.0,3-10,32.16,
54.0,KCE 343Y,8/30/2021,22107.0,3-10,43.26,
55.0,KCE 343Y,8/31/2021,22138.0,3-10,49.2,
56.0,KCH 432T,8/31/2021,22154.0,3-10,33.38,
57.0,KCH 432T,8/31/2021,22135.0,3-10,43.82,
58.0,KCH 432T,8/30/2021,22094.0,3-10,46.18,
59.0,KCP 026Z,8/31/2021,22125.0,3-10,17.94,
60.0,KCP 026Z,8/31/2021,22147.0,3-10,17.6,
61.0,KCP 026Z,8/31/2021,22173.0,3-10,17.54,
62.0,KDC 005L,8/25/2021,20784.0,3-10,30.56,
63.0,KDB 072T,8/31/2021,22376.0,0-40,24.62,
64.0,KDB 072T,8/31/2021,22354.0,0-40,22.92,
65.0,KDB 072T,8/1/2021,22412.0,0-40,20.32,
66.0,KDC 255G,8/30/2021,22013.0,0-6,17.9,
67.0,KDC 255G,8/30/2021,21991.0,0-6,17.2,
68.0,KDC 255G,8/30/2021,22052.0,0-6,22.22,
69.0,KDC 255G,8/30/2021,22075.0,0-6,22.84,
70.0,KDC 255G,8/30/2021,22095.0,3-10,19.68,
71.0,KDB 204L,8/31/2021,22161.0,0-6,24.7,
72.0,KDB 204L,8/31/2021,22204.0,0-6,24.7,
73.0,KDB 204L,8/31/2021,22233.0,0-6,24.8,
74.0,KDB 204L,8/31/2021,22267.0,0-6,25.3,
75.0,KDB 204L,8/31/2021,22303.0,0-6,22.2,
76.0,KDB 072T,8/31/2021,22279.0,0-6,22.9,
