,Veh. Reg,Date,Del. No,Specifications,Tonagge
1,KBQ 469P,8/6/2021,17159,0-3, 18.06 
2,KBQ 469P,8/6/2021,17178,0-40, 17.50 
3,KBQ 469P,8/6/2021,17489,0-40, 17.80 
4,KBQ 469P,8/6/2021,17187,0-40, 17.66 
5,KBQ 469P,8/6/2021,17200,0-40, 17.42 
6,KBQ 469P,8/6/2021,17165,0-40, 14.54 
7,KAT 901C,8/6/2021,17203,0-40, 19.08 
8,KAT 901C,8/6/2021,17191,0-40, 18.52 
9,KAT 901C,8/6/2021,17179,0-40, 19.46 
10,KAT 901C,8/6/2021,17169,0-40, 19.08 
11,KAT 901C,8/6/2021,17180,0-40, 19.54 
12,KBP 188C,8/6/2021,17164,0-3, 30.98 
13,KBP 188C,8/6/2021,17173,0-3, 31.22 
14,KBW 667K,8/6/2021,16856,0-40, 15.54 
15,KBP 188C,8/6/2021,17153,0-3, 29.90 
