,Veh. Reg,Date,Del. No,Specifications,Tonagge
1,KDB 204L,9/14/2021,26082,0-40, 24.74 
2,KDB 204L,9/14/2021,26139,0-40, 22.76 
3,KDB 204L,9/14/2021,26112,0-40, 24.12 
4,KCJ 351X,9/14/2021,26107,0-40, 26.82 
5,KCJ 351X,9/14/2021,28140,0-40, 23.42 
6,KCJ 351X,9/14/2021,28071,0-40, 18.60 
7,KDB 244Z,9/13/2021,28001,0-40, 25.90 
8,KDB 244Z,9/12/2021,25709,0-40, 22.64 
9,KDB 244Z,9/14/2021,28088,0-40, 28.14 
10,KBZ 917G,9/14/2021,28153,0-40, 23.08 
11,KBZ 917G,9/14/2021,28118,0-40, 23.46 
12,KBZ 917G,9/13/2021,25887,0-3, 21.10 
13,KBZ 917G,9/14/2021,28084,0-40, 23.28 
14,KBZ 917G,9/13/2021,28050,0-40, 23.02 
15,KBZ 917G,9/13/2021,28019,0-40, 18.98 
16,KDD 124X,9/14/2021,28058,0-40, 18.02 
17,KDD 124X,9/14/2021,28093,0-40, 18.44 
18,KDD 103R,9/14/2021,28128,0-40, 23.56 
19,KDD 103R,9/12/2021,25725,0-3, 18.86 
20,KDD 103R,9/12/2021,25712,0-40, 22.00 
21,KDD 103R,9/14/2021,26097,0-40, 23.48 
22,KDD 103R,9/13/2021,26032,0-40, 20.70 
23,KDD 103R,9/13/2021,26082,0-40, 23.24 
24,KDD 098W,9/14/2021,26106,0-40, 18.50 
25,KDD 098W,9/14/2021,26136,0-40, 17.92 
26,KDD 098W,9/14/2021,26074,0-40, 18.26 
27,KDD 098W,9/13/2021,25803,3-10, 21.12 
28,KDD 098W,9/13/2021,25785,10-14, 19.36 
29,KDD 098W,9/12/2021,25752,10-14, 19.80 
30,KDD 098W,9/12/2021,25733,0-3, 20.18 
31,KDD 098W,9/12/2021,25877,0-40, 20.20 
32,KDD 098W,9/12/2021,25810,5-10, 17.62 
33,KDD 098W,9/12/2021,25571,0-3, 20.94 
34,KDD 098W,9/11/2021,25298,0-3, 18.40 
35,KDD 098W,9/11/2021,25347,3-10, 17.96 
36,KDD 098W,9/12/2021,25848,5-10, 17.38 
37,KDD 098W,9/12/2021,25707,0-40, 22.02 
38,KDD 098W,9/13/2021,25977,0-40, 18.84 
39,KDD 098W,9/13/2021,25874,10-14, 19.20 
40,KDD 098W,9/13/2021,25841,0-3, 19.42 
41,KDD 098W,9/13/2021,26034,0-40, 20.74 
42,KDB 293W,9/14/2021,26158,0-40, 24.40 
43,KDB 293W,9/14/2021,26125,0-40, 22.10 
44,KDB 293W,9/14/2021,26059,0-40, 19.06 
45,KDB 293W,9/14/2021,26092,0-40, 21.64 
46,KDB 293W,9/13/2021,25948,0-3, 22.70 
47,KDB 293W,9/13/2021,28038,0-40, 22.16 
48,KDC 907P,9/14/2021,28121,0-40, 23.60 
49,KDC 907P,9/14/2021,28085,0-40, 24.64 
50,KBZ 301S,9/14/2021,28127,0-40, 21.20 
51,KBZ 301S,9/13/2021,28040,0-40, 24.46 
52,KBZ 301S,9/14/2021,28090,0-40, 26.50 
53,KCX 069Q,9/14/2021,28138,0-40, 27.24 
54,KCX 069Q,9/13/2021,28014,0-3, 20.36 
55,KCX 069Q,9/13/2021,28036,0-40, 26.88 
56,KCX 069Q,9/14/2021,28081,0-40, 22.00 
57,KDD 106X,9/14/2021,28158,0-40, 23.96 
58,KDD 106X,9/14/2021,28096,0-40, 25.74 
59,KDD 106X,9/14/2021,28126,0-40, 25.76 
60,KDD 106X,9/13/2021,28029,0-40, 22.04 
61,KDD 106X,9/12/2021,25711,0-40, 22.98 
62,KDD 106X,6/14/2021,26063,0-40, 23.52 
63,KDB 231N,9/14/2021,26088,0-40, 21.82 
64,KDB 231N,9/13/2021,26054,0-40, 21.68 
